,time,runtime,pipeline,default_hp,accuracy,new_best,evaluation_report,status,exception,data-pre-processor_class,data-pre-processor_hps,feature-pre-processor_class,feature-pre-processor_hps,learner_class,learner_hps
13,1720684590.4296796,0.5505976676940918,"Pipeline(steps=[('learner', MLPClassifier())])",True,0.59,False,"{'accuracy': [0.45, 0.65, 0.6, 0.75, 0.5]}",ok,,,,,,sklearn.neural_network._multilayer_perceptron.MLPClassifier,
14,1720684590.432972,0.002593517303466797,"Pipeline(steps=[('learner', MultinomialNB())])",True,,False,,exception,"Traceback (most recent call last):
  File ""/home/till/PycharmProjects/watchplant_classification/venv/lib/python3.10/site-packages/naiveautoml/commons.py"", line 168, in evaluate
    scores, evaluation_report = self.evaluation_fun(pl, self.X, self.y, [self.scoring] + self.side_scores)
  File ""/home/till/PycharmProjects/watchplant_classification/venv/lib/python3.10/site-packages/naiveautoml/evaluators.py"", line 95, in __call__
    scores = self.evaluate_splits(
  File ""/home/till/PycharmProjects/watchplant_classification/venv/lib/python3.10/site-packages/naiveautoml/evaluators.py"", line 121, in evaluate_splits
    split_results = self.evaluate_split(
  File ""/home/till/PycharmProjects/watchplant_classification/venv/lib/python3.10/site-packages/naiveautoml/evaluators.py"", line 142, in evaluate_split
    pl_copy.fit(X_train, y_train)
  File ""/home/till/PycharmProjects/watchplant_classification/venv/lib/python3.10/site-packages/sklearn/base.py"", line 1351, in wrapper
    return fit_method(estimator, *args, **kwargs)
  File ""/home/till/PycharmProjects/watchplant_classification/venv/lib/python3.10/site-packages/sklearn/pipeline.py"", line 475, in fit
    self._final_estimator.fit(Xt, y, **last_step_params[""fit""])
  File ""/home/till/PycharmProjects/watchplant_classification/venv/lib/python3.10/site-packages/sklearn/base.py"", line 1351, in wrapper
    return fit_method(estimator, *args, **kwargs)
  File ""/home/till/PycharmProjects/watchplant_classification/venv/lib/python3.10/site-packages/sklearn/naive_bayes.py"", line 759, in fit
    self._count(X, Y)
  File ""/home/till/PycharmProjects/watchplant_classification/venv/lib/python3.10/site-packages/sklearn/naive_bayes.py"", line 881, in _count
    check_non_negative(X, ""MultinomialNB (input X)"")
  File ""/home/till/PycharmProjects/watchplant_classification/venv/lib/python3.10/site-packages/sklearn/utils/validation.py"", line 1572, in check_non_negative
    raise ValueError(""Negative values in data passed to %s"" % whom)
ValueError: Negative values in data passed to MultinomialNB (input X)
",,,,,sklearn.naive_bayes.MultinomialNB,
15,1720684590.435172,0.001817464828491211,"Pipeline(steps=[('data-pre-processor', MinMaxScaler()),
                ('learner', HistGradientBoostingClassifier())])",True,,False,,avoided,,sklearn.preprocessing._data.MinMaxScaler,,,,sklearn.ensemble.HistGradientBoostingClassifier,
16,1720684591.3521278,0.9165546894073486,"Pipeline(steps=[('data-pre-processor', Normalizer()),
                ('learner', HistGradientBoostingClassifier())])",True,0.62,False,"{'accuracy': [0.65, 0.55, 0.65, 0.65, 0.6]}",ok,,sklearn.preprocessing._data.Normalizer,,,,sklearn.ensemble.HistGradientBoostingClassifier,
17,1720684591.3535538,0.0010476112365722656,"Pipeline(steps=[('data-pre-processor', PowerTransformer()),
                ('learner', HistGradientBoostingClassifier())])",True,,False,,avoided,,sklearn.preprocessing._data.PowerTransformer,,,,sklearn.ensemble.HistGradientBoostingClassifier,
18,1720684591.355134,0.0011563301086425781,"Pipeline(steps=[('data-pre-processor', QuantileTransformer()),
                ('learner', HistGradientBoostingClassifier())])",True,,False,,avoided,,sklearn.preprocessing._data.QuantileTransformer,,,,sklearn.ensemble.HistGradientBoostingClassifier,
19,1720684591.3566163,0.0011260509490966797,"Pipeline(steps=[('data-pre-processor', RobustScaler()),
                ('learner', HistGradientBoostingClassifier())])",True,,False,,avoided,,sklearn.preprocessing._data.RobustScaler,,,,sklearn.ensemble.HistGradientBoostingClassifier,
20,1720684591.3579032,0.0010237693786621094,"Pipeline(steps=[('data-pre-processor', StandardScaler()),
                ('learner', HistGradientBoostingClassifier())])",True,,False,,avoided,,sklearn.preprocessing._data.StandardScaler,,,,sklearn.ensemble.HistGradientBoostingClassifier,
21,1720684591.694131,0.33594489097595215,"Pipeline(steps=[('data-pre-processor', VarianceThreshold()),
                ('learner', HistGradientBoostingClassifier())])",True,0.95,False,"{'accuracy': [0.95, 1.0, 1.0, 0.85, 0.95]}",ok,,sklearn.feature_selection._variance_threshold.VarianceThreshold,,,,sklearn.ensemble.HistGradientBoostingClassifier,
22,1720684608.2935684,16.598371028900146,"Pipeline(steps=[('feature-pre-processor', FastICA()),
                ('learner', HistGradientBoostingClassifier())])",True,0.46,False,"{'accuracy': [0.55, 0.35, 0.55, 0.5, 0.35]}",ok,,,,sklearn.decomposition._fastica.FastICA,,sklearn.ensemble.HistGradientBoostingClassifier,
23,1720684608.296799,0.002058744430541992,"Pipeline(steps=[('feature-pre-processor', FeatureAgglomeration()),
                ('learner', HistGradientBoostingClassifier())])",True,,False,,avoided,,,,sklearn.cluster._agglomerative.FeatureAgglomeration,,sklearn.ensemble.HistGradientBoostingClassifier,
24,1720684608.300228,0.0021703243255615234,"Pipeline(steps=[('feature-pre-processor', KernelPCA()),
                ('learner', HistGradientBoostingClassifier())])",True,,False,,avoided,,,,sklearn.decomposition._kernel_pca.KernelPCA,,sklearn.ensemble.HistGradientBoostingClassifier,
25,1720684608.3025832,0.0016973018646240234,"Pipeline(steps=[('feature-pre-processor', RBFSampler()),
                ('learner', HistGradientBoostingClassifier())])",True,,False,,avoided,,,,sklearn.kernel_approximation.RBFSampler,,sklearn.ensemble.HistGradientBoostingClassifier,
26,1720684608.3048398,0.001237630844116211,"Pipeline(steps=[('feature-pre-processor', Nystroem()),
                ('learner', HistGradientBoostingClassifier())])",True,,False,,avoided,,,,sklearn.kernel_approximation.Nystroem,,sklearn.ensemble.HistGradientBoostingClassifier,
27,1720684612.0396416,3.7344157695770264,"Pipeline(steps=[('feature-pre-processor', PCA()),
                ('learner', HistGradientBoostingClassifier())])",True,0.6,False,"{'accuracy': [0.4, 0.75, 0.45, 0.75, 0.65]}",ok,,,,sklearn.decomposition._pca.PCA,,sklearn.ensemble.HistGradientBoostingClassifier,
28,1720684612.0417411,0.0015168190002441406,"Pipeline(steps=[('feature-pre-processor', PolynomialFeatures()),
                ('learner', HistGradientBoostingClassifier())])",True,,False,,avoided,,,,sklearn.preprocessing._polynomial.PolynomialFeatures,,sklearn.ensemble.HistGradientBoostingClassifier,
29,1720684612.1471395,0.10478377342224121,"Pipeline(steps=[('feature-pre-processor', SelectPercentile()),
                ('learner', HistGradientBoostingClassifier())])",True,0.94,False,"{'accuracy': [0.9, 0.9, 0.95, 0.95, 1.0]}",ok,,,,sklearn.feature_selection._univariate_selection.SelectPercentile,,sklearn.ensemble.HistGradientBoostingClassifier,
30,1720684612.223767,0.07609677314758301,"Pipeline(steps=[('feature-pre-processor', GenericUnivariateSelect()),
                ('learner', HistGradientBoostingClassifier())])",True,0.93,False,"{'accuracy': [0.95, 1.0, 0.8, 1.0, 0.9]}",ok,,,,sklearn.feature_selection._univariate_selection.GenericUnivariateSelect,,sklearn.ensemble.HistGradientBoostingClassifier,
31,1720684612.2266948,4.888857126235962,"Pipeline(steps=[('learner',
                 HistGradientBoostingClassifier(early_stopping=True,
                                                l2_regularization=0.007952706166058865,
                                                learning_rate=0.07840181975664039,
                                                max_iter=512,
                                                max_leaf_nodes=365,
                                                min_samples_leaf=12,
                                                validation_fraction=None,
                                                warm_start=True))])",False,0.97,True,"{'accuracy': [0.95, 0.95, 0.95, 1.0, 1.0]}",ok,,,,,,sklearn.ensemble.HistGradientBoostingClassifier,"{'early_stop': 'train', 'l2_regularization': 0.007952706166058865, 'learning_rate': 0.07840181975664039, 'loss': 'log_loss', 'max_bins': 255, 'max_depth': 'None', 'max_leaf_nodes': 365, 'min_samples_leaf': 12, 'scoring': 'loss', 'tol': 1e-07, 'n_iter_no_change': 10}"
32,1720684617.1178374,0.34777188301086426,"Pipeline(steps=[('learner',
                 HistGradientBoostingClassifier(early_stopping=True,
                                                l2_regularization=2.717627947430239e-07,
                                                learning_rate=0.766528331335296,
                                                max_iter=512,
                                                max_leaf_nodes=368,
                                                min_samples_leaf=8,
                                                n_iter_no_change=1,
                                                validation_fraction=None,
                                                warm_start=True))])",False,0.96,True,"{'accuracy': [0.95, 0.9, 1.0, 0.95, 1.0]}",ok,,,,,,sklearn.ensemble.HistGradientBoostingClassifier,"{'early_stop': 'train', 'l2_regularization': 2.717627947430239e-07, 'learning_rate': 0.766528331335296, 'loss': 'log_loss', 'max_bins': 255, 'max_depth': 'None', 'max_leaf_nodes': 368, 'min_samples_leaf': 8, 'scoring': 'loss', 'tol': 1e-07, 'n_iter_no_change': 1}"
33,1720684617.4673522,4.13310432434082,"Pipeline(steps=[('learner',
                 HistGradientBoostingClassifier(early_stopping=False,
                                                l2_regularization=1.694277145200632e-06,
                                                learning_rate=0.03944642211113005,
                                                max_iter=512, max_leaf_nodes=12,
                                                min_samples_leaf=1,
                                                n_iter_no_change=1,
                                                validation_fraction=None,
                                                warm_start=True))])",False,0.89,True,"{'accuracy': [0.9, 0.9, 0.95, 0.8, 0.9]}",ok,,,,,,sklearn.ensemble.HistGradientBoostingClassifier,"{'early_stop': 'off', 'l2_regularization': 1.694277145200632e-06, 'learning_rate': 0.03944642211113005, 'loss': 'log_loss', 'max_bins': 255, 'max_depth': 'None', 'max_leaf_nodes': 12, 'min_samples_leaf': 1, 'scoring': 'loss', 'tol': 1e-07}"
34,1720684621.6019454,0.5143334865570068,"Pipeline(steps=[('learner',
                 HistGradientBoostingClassifier(early_stopping=True,
                                                l2_regularization=5.3404743095682564e-06,
                                                learning_rate=0.1308920338930974,
                                                max_iter=512, max_leaf_nodes=54,
                                                min_samples_leaf=1,
                                                n_iter_no_change=20,
                                                validation_fraction=0.2992430539246624,
                                                warm_start=True))])",False,0.89,True,"{'accuracy': [0.95, 1.0, 0.8, 0.9, 0.8]}",ok,,,,,,sklearn.ensemble.HistGradientBoostingClassifier,"{'early_stop': 'valid', 'l2_regularization': 5.3404743095682564e-06, 'learning_rate': 0.1308920338930974, 'loss': 'log_loss', 'max_bins': 255, 'max_depth': 'None', 'max_leaf_nodes': 54, 'min_samples_leaf': 1, 'scoring': 'loss', 'tol': 1e-07, 'n_iter_no_change': 20, 'validation_fraction': 0.2992430539246624}"
35,1720684622.1177244,0.9716310501098633,"Pipeline(steps=[('learner',
                 HistGradientBoostingClassifier(early_stopping=False,
                                                l2_regularization=1.0525047589137504e-08,
                                                learning_rate=0.3256226658274094,
                                                max_iter=512,
                                                max_leaf_nodes=316,
                                                min_samples_leaf=18,
                                                n_iter_no_change=1,
                                                validation_fraction=None,
                                                warm_start=True))])",False,0.96,True,"{'accuracy': [0.95, 0.9, 1.0, 1.0, 0.95]}",ok,,,,,,sklearn.ensemble.HistGradientBoostingClassifier,"{'early_stop': 'off', 'l2_regularization': 1.0525047589137504e-08, 'learning_rate': 0.3256226658274094, 'loss': 'log_loss', 'max_bins': 255, 'max_depth': 'None', 'max_leaf_nodes': 316, 'min_samples_leaf': 18, 'scoring': 'loss', 'tol': 1e-07}"
36,1720684623.0907998,6.924310207366943,"Pipeline(steps=[('learner',
                 HistGradientBoostingClassifier(early_stopping=True,
                                                l2_regularization=0.2275934778663839,
                                                learning_rate=0.20902657646582737,
                                                max_iter=512,
                                                max_leaf_nodes=702,
                                                min_samples_leaf=1,
                                                n_iter_no_change=5,
                                                validation_fraction=None,
                                                warm_start=True))])",False,0.96,True,"{'accuracy': [1.0, 0.85, 1.0, 1.0, 0.95]}",ok,,,,,,sklearn.ensemble.HistGradientBoostingClassifier,"{'early_stop': 'train', 'l2_regularization': 0.2275934778663839, 'learning_rate': 0.20902657646582737, 'loss': 'log_loss', 'max_bins': 255, 'max_depth': 'None', 'max_leaf_nodes': 702, 'min_samples_leaf': 1, 'scoring': 'loss', 'tol': 1e-07, 'n_iter_no_change': 5}"
37,1720684630.0167542,1.2497243881225586,"Pipeline(steps=[('learner',
                 HistGradientBoostingClassifier(early_stopping=False,
                                                l2_regularization=0.01255067307174978,
                                                learning_rate=0.5822078221555058,
                                                max_iter=512,
                                                max_leaf_nodes=1508,
                                                min_samples_leaf=1,
                                                n_iter_no_change=1,
                                                validation_fraction=None,
                                                warm_start=True))])",False,0.94,True,"{'accuracy': [1.0, 0.9, 1.0, 0.9, 0.9]}",ok,,,,,,sklearn.ensemble.HistGradientBoostingClassifier,"{'early_stop': 'off', 'l2_regularization': 0.01255067307174978, 'learning_rate': 0.5822078221555058, 'loss': 'log_loss', 'max_bins': 255, 'max_depth': 'None', 'max_leaf_nodes': 1508, 'min_samples_leaf': 1, 'scoring': 'loss', 'tol': 1e-07}"
38,1720684631.268009,0.13071227073669434,"Pipeline(steps=[('learner',
                 HistGradientBoostingClassifier(early_stopping=True,
                                                l2_regularization=2.871153024338977e-10,
                                                learning_rate=0.22443452241770678,
                                                max_iter=512,
                                                max_leaf_nodes=155,
                                                min_samples_leaf=16,
                                                n_iter_no_change=3,
                                                validation_fraction=0.39289668069978284,
                                                warm_start=True))])",False,0.94,True,"{'accuracy': [0.9, 0.9, 0.95, 1.0, 0.95]}",ok,,,,,,sklearn.ensemble.HistGradientBoostingClassifier,"{'early_stop': 'valid', 'l2_regularization': 2.871153024338977e-10, 'learning_rate': 0.22443452241770678, 'loss': 'log_loss', 'max_bins': 255, 'max_depth': 'None', 'max_leaf_nodes': 155, 'min_samples_leaf': 16, 'scoring': 'loss', 'tol': 1e-07, 'n_iter_no_change': 3, 'validation_fraction': 0.39289668069978284}"
39,1720684631.4000728,0.8446972370147705,"Pipeline(steps=[('learner',
                 HistGradientBoostingClassifier(early_stopping=False,
                                                l2_regularization=1.0888672774712486e-07,
                                                learning_rate=0.8312379772874694,
                                                max_iter=512, max_leaf_nodes=60,
                                                min_samples_leaf=9,
                                                n_iter_no_change=1,
                                                validation_fraction=None,
                                                warm_start=True))])",False,0.97,True,"{'accuracy': [1.0, 0.95, 0.95, 1.0, 0.95]}",ok,,,,,,sklearn.ensemble.HistGradientBoostingClassifier,"{'early_stop': 'off', 'l2_regularization': 1.0888672774712486e-07, 'learning_rate': 0.8312379772874694, 'loss': 'log_loss', 'max_bins': 255, 'max_depth': 'None', 'max_leaf_nodes': 60, 'min_samples_leaf': 9, 'scoring': 'loss', 'tol': 1e-07}"
40,1720684632.2463012,0.09185910224914551,"Pipeline(steps=[('learner',
                 HistGradientBoostingClassifier(early_stopping=True,
                                                l2_regularization=0.570014945026127,
                                                learning_rate=0.015342727235337719,
                                                max_iter=512,
                                                max_leaf_nodes=219,
                                                min_samples_leaf=42,
                                                n_iter_no_change=2,
                                                validation_fraction=None,
                                                warm_start=True))])",False,0.55,True,"{'accuracy': [0.55, 0.55, 0.55, 0.55, 0.55]}",ok,,,,,,sklearn.ensemble.HistGradientBoostingClassifier,"{'early_stop': 'train', 'l2_regularization': 0.570014945026127, 'learning_rate': 0.015342727235337719, 'loss': 'log_loss', 'max_bins': 255, 'max_depth': 'None', 'max_leaf_nodes': 219, 'min_samples_leaf': 42, 'scoring': 'loss', 'tol': 1e-07, 'n_iter_no_change': 2}"
41,1720684632.3394718,0.08983874320983887,"Pipeline(steps=[('learner',
                 HistGradientBoostingClassifier(early_stopping=True,
                                                l2_regularization=2.805637795326084e-08,
                                                learning_rate=0.012821359899151893,
                                                max_iter=512, max_leaf_nodes=13,
                                                min_samples_leaf=53,
                                                n_iter_no_change=5,
                                                validation_fraction=None,
                                                warm_start=True))])",False,0.55,True,"{'accuracy': [0.55, 0.55, 0.55, 0.55, 0.55]}",ok,,,,,,sklearn.ensemble.HistGradientBoostingClassifier,"{'early_stop': 'train', 'l2_regularization': 2.805637795326084e-08, 'learning_rate': 0.012821359899151893, 'loss': 'log_loss', 'max_bins': 255, 'max_depth': 'None', 'max_leaf_nodes': 13, 'min_samples_leaf': 53, 'scoring': 'loss', 'tol': 1e-07, 'n_iter_no_change': 5}"
42,1720684632.4305747,0.1715531349182129,"Pipeline(steps=[('learner',
                 HistGradientBoostingClassifier(early_stopping=True,
                                                l2_regularization=6.747759138482224e-10,
                                                learning_rate=0.936419070354668,
                                                max_iter=512, max_leaf_nodes=5,
                                                min_samples_leaf=5,
                                                n_iter_no_change=2,
                                                validation_fraction=0.23633212550922908,
                                                warm_start=True))])",False,0.96,True,"{'accuracy': [0.9, 0.95, 1.0, 0.95, 1.0]}",ok,,,,,,sklearn.ensemble.HistGradientBoostingClassifier,"{'early_stop': 'valid', 'l2_regularization': 6.747759138482224e-10, 'learning_rate': 0.936419070354668, 'loss': 'log_loss', 'max_bins': 255, 'max_depth': 'None', 'max_leaf_nodes': 5, 'min_samples_leaf': 5, 'scoring': 'loss', 'tol': 1e-07, 'n_iter_no_change': 2, 'validation_fraction': 0.23633212550922908}"
43,1720684632.6038725,0.09262299537658691,"Pipeline(steps=[('learner',
                 HistGradientBoostingClassifier(early_stopping=True,
                                                l2_regularization=0.005225675256079361,
                                                learning_rate=0.09337719137229832,
                                                max_iter=512, max_leaf_nodes=8,
                                                min_samples_leaf=58,
                                                n_iter_no_change=2,
                                                validation_fraction=None,
                                                warm_start=True))])",False,0.55,True,"{'accuracy': [0.55, 0.55, 0.55, 0.55, 0.55]}",ok,,,,,,sklearn.ensemble.HistGradientBoostingClassifier,"{'early_stop': 'train', 'l2_regularization': 0.005225675256079361, 'learning_rate': 0.09337719137229832, 'loss': 'log_loss', 'max_bins': 255, 'max_depth': 'None', 'max_leaf_nodes': 8, 'min_samples_leaf': 58, 'scoring': 'loss', 'tol': 1e-07, 'n_iter_no_change': 2}"
44,1720684632.697895,0.2570607662200928,"Pipeline(steps=[('learner',
                 HistGradientBoostingClassifier(early_stopping=True,
                                                l2_regularization=9.575378355614624e-10,
                                                learning_rate=0.27985124050216237,
                                                max_iter=512, max_leaf_nodes=3,
                                                min_samples_leaf=1,
                                                n_iter_no_change=20,
                                                validation_fraction=0.14571232424468725,
                                                warm_start=True))])",False,0.89,True,"{'accuracy': [0.8, 0.95, 1.0, 0.8, 0.9]}",ok,,,,,,sklearn.ensemble.HistGradientBoostingClassifier,"{'early_stop': 'valid', 'l2_regularization': 9.575378355614624e-10, 'learning_rate': 0.27985124050216237, 'loss': 'log_loss', 'max_bins': 255, 'max_depth': 'None', 'max_leaf_nodes': 3, 'min_samples_leaf': 1, 'scoring': 'loss', 'tol': 1e-07, 'n_iter_no_change': 20, 'validation_fraction': 0.14571232424468725}"
45,1720684632.9568164,2.2448365688323975,"Pipeline(steps=[('learner',
                 HistGradientBoostingClassifier(early_stopping=True,
                                                l2_regularization=4.7870803735918165e-08,
                                                learning_rate=0.029273578046068477,
                                                max_iter=512, max_leaf_nodes=20,
                                                min_samples_leaf=6,
                                                n_iter_no_change=7,
                                                validation_fraction=0.36429063896766734,
                                                warm_start=True))])",False,0.89,True,"{'accuracy': [0.9, 1.0, 0.75, 0.9, 0.9]}",ok,,,,,,sklearn.ensemble.HistGradientBoostingClassifier,"{'early_stop': 'valid', 'l2_regularization': 4.7870803735918165e-08, 'learning_rate': 0.029273578046068477, 'loss': 'log_loss', 'max_bins': 255, 'max_depth': 'None', 'max_leaf_nodes': 20, 'min_samples_leaf': 6, 'scoring': 'loss', 'tol': 1e-07, 'n_iter_no_change': 7, 'validation_fraction': 0.36429063896766734}"
46,1720684635.2033086,7.504188060760498,"Pipeline(steps=[('learner',
                 HistGradientBoostingClassifier(early_stopping=False,
                                                l2_regularization=1.2459439429353011e-06,
                                                learning_rate=0.013930808736427724,
                                                max_iter=512, max_leaf_nodes=84,
                                                min_samples_leaf=1,
                                                n_iter_no_change=1,
                                                validation_fraction=None,
                                                warm_start=True))])",False,0.93,True,"{'accuracy': [0.9, 0.95, 1.0, 0.9, 0.9]}",ok,,,,,,sklearn.ensemble.HistGradientBoostingClassifier,"{'early_stop': 'off', 'l2_regularization': 1.2459439429353011e-06, 'learning_rate': 0.013930808736427724, 'loss': 'log_loss', 'max_bins': 255, 'max_depth': 'None', 'max_leaf_nodes': 84, 'min_samples_leaf': 1, 'scoring': 'loss', 'tol': 1e-07}"
47,1720684642.7091446,0.08998322486877441,"Pipeline(steps=[('learner',
                 HistGradientBoostingClassifier(early_stopping=True,
                                                l2_regularization=4.529226754983263e-09,
                                                learning_rate=0.4790358744412484,
                                                max_iter=512,
                                                max_leaf_nodes=218,
                                                min_samples_leaf=90,
                                                n_iter_no_change=2,
                                                validation_fraction=None,
                                                warm_start=True))])",False,0.55,True,"{'accuracy': [0.55, 0.55, 0.55, 0.55, 0.55]}",ok,,,,,,sklearn.ensemble.HistGradientBoostingClassifier,"{'early_stop': 'train', 'l2_regularization': 4.529226754983263e-09, 'learning_rate': 0.4790358744412484, 'loss': 'log_loss', 'max_bins': 255, 'max_depth': 'None', 'max_leaf_nodes': 218, 'min_samples_leaf': 90, 'scoring': 'loss', 'tol': 1e-07, 'n_iter_no_change': 2}"
48,1720684642.8004444,0.1090705394744873,"Pipeline(steps=[('learner',
                 HistGradientBoostingClassifier(early_stopping=True,
                                                l2_regularization=0.6909285600945105,
                                                learning_rate=0.570760557599463,
                                                max_iter=512, max_leaf_nodes=11,
                                                min_samples_leaf=196,
                                                n_iter_no_change=2,
                                                validation_fraction=0.09187578016903447,
                                                warm_start=True))])",False,0.55,True,"{'accuracy': [0.55, 0.55, 0.55, 0.55, 0.55]}",ok,,,,,,sklearn.ensemble.HistGradientBoostingClassifier,"{'early_stop': 'valid', 'l2_regularization': 0.6909285600945105, 'learning_rate': 0.570760557599463, 'loss': 'log_loss', 'max_bins': 255, 'max_depth': 'None', 'max_leaf_nodes': 11, 'min_samples_leaf': 196, 'scoring': 'loss', 'tol': 1e-07, 'n_iter_no_change': 2, 'validation_fraction': 0.09187578016903447}"
49,1720684642.9107985,0.4403078556060791,"Pipeline(steps=[('learner',
                 HistGradientBoostingClassifier(early_stopping=True,
                                                l2_regularization=0.07519527240054245,
                                                learning_rate=0.19377783869139387,
                                                max_iter=512, max_leaf_nodes=15,
                                                min_samples_leaf=1,
                                                n_iter_no_change=5,
                                                validation_fraction=0.3944030289032541,
                                                warm_start=True))])",False,0.88,True,"{'accuracy': [0.9, 0.85, 0.9, 0.95, 0.8]}",ok,,,,,,sklearn.ensemble.HistGradientBoostingClassifier,"{'early_stop': 'valid', 'l2_regularization': 0.07519527240054245, 'learning_rate': 0.19377783869139387, 'loss': 'log_loss', 'max_bins': 255, 'max_depth': 'None', 'max_leaf_nodes': 15, 'min_samples_leaf': 1, 'scoring': 'loss', 'tol': 1e-07, 'n_iter_no_change': 5, 'validation_fraction': 0.3944030289032541}"
50,1720684643.3525863,0.22466707229614258,"Pipeline(steps=[('learner',
                 HistGradientBoostingClassifier(early_stopping=False,
                                                l2_regularization=0.3178150845890808,
                                                learning_rate=0.014972537033478082,
                                                max_iter=512, max_leaf_nodes=32,
                                                min_samples_leaf=89,
                                                n_iter_no_change=1,
                                                validation_fraction=None,
                                                warm_start=True))])",False,0.55,True,"{'accuracy': [0.55, 0.55, 0.55, 0.55, 0.55]}",ok,,,,,,sklearn.ensemble.HistGradientBoostingClassifier,"{'early_stop': 'off', 'l2_regularization': 0.3178150845890808, 'learning_rate': 0.014972537033478082, 'loss': 'log_loss', 'max_bins': 255, 'max_depth': 'None', 'max_leaf_nodes': 32, 'min_samples_leaf': 89, 'scoring': 'loss', 'tol': 1e-07}"
51,1720684643.5787263,5.972739934921265,"Pipeline(steps=[('learner',
                 HistGradientBoostingClassifier(early_stopping=True,
                                                l2_regularization=7.088587302034289e-06,
                                                learning_rate=0.026345549633509116,
                                                max_iter=512, max_leaf_nodes=14,
                                                min_samples_leaf=1,
                                                n_iter_no_change=17,
                                                validation_fraction=None,
                                                warm_start=True))])",False,0.85,True,"{'accuracy': [0.8, 0.75, 1.0, 0.9, 0.8]}",ok,,,,,,sklearn.ensemble.HistGradientBoostingClassifier,"{'early_stop': 'train', 'l2_regularization': 7.088587302034289e-06, 'learning_rate': 0.026345549633509116, 'loss': 'log_loss', 'max_bins': 255, 'max_depth': 'None', 'max_leaf_nodes': 14, 'min_samples_leaf': 1, 'scoring': 'loss', 'tol': 1e-07, 'n_iter_no_change': 17}"
